name_of_satellite_alternate_names, country_org_of_un_registry, country_of_operator_owner, operator_owner, users, purpose, detailed_purpose, class_of_orbit, type_of_orbit, longitude_of_geo_degrees, perigee_km, apogee_km, eccentricity, inclination_degrees, period_minutes, launch_mass_kg, dry_mass_kg, power_watts, date_of_launch, expected_lifetime, contractor, country_of_contractor, launch_site, launch_vehicle, cospar_number, norad_number, comments, column_ab, source_used_for_orbital_data, source, source_2, source_3, source_4, source_5, source_6, launch_year, launch_of_the_year, piece_of_the_launch, norad_catalog_number, multiple_name_flag, payload_flag, operational_status_code, source_or_ownership, launch_date, launch_site, decay_date, orbital_period, inclination, apogee_altitude, perigee_altitude, radar_cross_section, orbital_status_code
MTI (Multispectral Thermal Imager), USA, USA, US Department of Energy/Office of Nonproliferation and National Security, Government/Military, Technology Development, null, LEO, Sun-Synchronous, 0, 461, 478, 0.001242780905036918, 97.47, 94.9, 587, null, 575, 2000-03-12, 3 yrs., Ball Aerospace/TRW/Raytheon, USA, Vandenberg AFB, Taurus, 2000-014A, 26102, Primary objective is to demonstrate advanced multispectral and thermal imaging. image processing. and associated technologies that could be used in future systems for detecting and characterizing facilities producing weapons of mass destruction., null, WT, http://directory.eoportal.org/get_announce.php?an_id=7362, null, null, null, null, null, 2000, 14, A, 26102, null, *, +, US, 2000-01-12, AFWTR, null, 97.6, null, 414, 404, 3.2225, null
MTSAT-2 (Multi-Functional Transport Satellite), Japan, Japan, Japan Meteorological Agency/Meteorological Satellite Center (MSC), Government, Earth Observation, Meteorology, GEO, null, 145.06, 35776, 35797, 0.0002490719106187658, 0.01, 1436.1, 2900, 1250, 2700, 2006-02-18, 5 yrs., Mitsubishi Electric/Boeing/Alcatel, Japan, Tanegashima Space Center, H2A, 2006-004A, 28937, Meteorological satellite; will also relay ground weather data to the Meteorological Satellite Center; in standby mode until 2010., null, JM/12_08, http://nssdc.gsfc.nasa.gov/spacewarn/spx628.html, null, http://www.bom.gov.au/sat/MTSAT/MTSAT.shtml, null, null, null, 2014, 22, C, 39682, null, *, D, US, 2014-01-18, AFETR, 2014-01-28, 51.6, null, 167, 153, 0.0834, null
MUOS-1 (Mobile User Objective System 1), USA, USA, DoD/US Navy, Military, Communications, null, GEO, null, -176.96, 35569, 36006, 0.005182944908972306, 3.73, 1436.1, 6804, null, null, 2012-02-24, 10-12 yrs., Lockheed Martin Missiles and Space, USA, Cape Canaveral, Atlas 5, 2012-009A, 38093, Four primary satellites and one orbiting spare will comprise the MUOS system as it is fielded over the next few years to augment and then replace the Navy's aging Ultra High Frequency spacecraft constellation. Orbital parameters estimated., null, JM/6_16, http://www.upi.com/Business_News/Security-Industry/2012/02/27/First-MUOS-satellite-launched/UPI-56501330359834/, http://www.spaceflightnow.com/atlas/av030/geo.html, http://www.gdc4s.com/content/detail.cfm?item=2c63816d-67d1-4de2-a33f-59a2285aa0cd, http://www.agi.com/media-center/launch-notifications/view-launch-notification.aspx?id=78, http://www.planet4589.org/space/log/geo.log, null, 2012, 9, A, 38093, null, *, +, US, 2012-01-24, AFETR, null, 2.7, null, 36006, 35568, 39.8107, null
MUOS-2 (Mobile User Objective System 2), USA, USA, DoD/US Navy, Military, Communications, null, GEO, null, -100.1, 35550, 36023, 0.005610048272508391, 4.11, 1436.1, 6804, null, null, 2013-07-19, 10-12 yrs., Lockheed Martin Missiles and Space, USA, Cape Canaveral, Atlas 5, 2013-036A, 39206, Second of four., null, JM/6_16, http://www.spacenews.com/article/military-space/36357atlas-5-launches-navys-muos-2-satellite-into-orbit, http://www.dote.osd.mil/pub/reports/FY2012/pdf/navy/2012muos.pdf, http://www.planet4589.org/space/log/geo.log, null, null, null, 2013, 36, A, 39206, null, *, +, US, 2013-01-19, AFETR, null, 2.9, null, 36026, 35548, 23.1149, null
MUOS-3 (Mobile User Objective System 3), USA, USA, DoD/US Navy, Military, Communications, null, GEO, null, -15.48, 35576, 35998, 0.005005099983395403, 4.57, 1436.1, 6804, 3812, null, 2015-01-21, null, Lockheed Martin Missiles and Space, USA, Cape Canaveral, Atlas 5, 2015-002A, 40374, Next-generation narrowband tactical satellite communications system designed to significantly improve ground communications for U.S. forces on the move., null, JM/6_16, http://www.ulalaunch.com/atlas-v-to-launch-MUOS-3.aspx, http://www.space50.org/objekt.php?rok=M&mot=2015-002A&jazyk=pp_en, http://www.planet4589.org/space/log/geo.log, null, null, null, 2015, 2, A, 40374, null, *, +, US, 2015-01-21, AFETR, null, 3.3, null, 36010, 35563, 20.8608, null
MUOS-4 (Mobile User Objective System 4), NR (6/16), USA, DoD/US Navy, Military, Communications, null, GEO, null, 74.8, 35576, 35997, 0.0049932987795476376, 4.8, 1436.1, 6804, null, null, 2015-09-02, null, Lockheed Martin Missiles and Space, USA, Cape Canaveral, Atlas 5, 2015-044A, 40887, null, null, JM/6_16, https://www.shephardmedia.com/news/digital-battlespace/us-navys-muos-4-moves-toward-2015-launch-date/, http://www.lockheedmartin.com/us/products/mobile-user-objective-system--muos-.html, http://www.planet4589.org/space/log/geo.log, null, null, null, 2015, 44, A, 40887, null, *, +, US, 2015-01-02, AFETR, null, 3.5, null, 36028, 35545, 99.6156, null
MUOS-5 (Mobile User Objective System 5), NR (6/16), USA, DoD/US Navy, Military, Communications, null, GEO, null, null, 35576, 35998, 0.005005099983395403, 4.5, 1436.1, 6804, null, null, 2016-06-24, null, Lockheed Martin Missiles and Space, USA, Cape Canaveral, Atlas 5, 2016-041A, 41622, Spare. Completes the five-satellite constellation., null, Estimated, https://spaceflightnow.com/2016/06/24/navy-satellite-sails-to-orbit-atop-atlas-5-rocket-for-communications-grid/, http://www.zarya.info/Diaries/Launches/Launches.php?year=2016, null, null, null, null, 2016, 41, A, 41622, null, *, +, US, 2016-01-24, AFETR, null, 8.1, null, 36637, 34936, 14.2529, null
NATO 4B (USA 98), USA, United Kingdom, Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium), Military, Communications, null, GEO, null, -35.05, 35775, 35795, 0.00023721978412999644, 7.33, 1436.04, 1430, 660, 1200, 1993-12-08, 7 yrs., Matra Marconi, France, Cape Canaveral, Delta 2, 1993-076A, 22921, Turned over to British MOD for communications in 2011. Encrypted; X-band. UHF. C-band; NATO and British Ministry of Defence; secure military and diplomatic voice and data communications., null, JM/12_08, http://nssdc.gsfc.nasa.gov/spacewarn/spx482.html, http://biz.yahoo.com/rc/040505/nato_satellites_3.html, http://users.ox.ac.uk/~daveh/Space/Military/milspace_comsat.html#fltsatcom, http://perso.wanadoo.fr/eurospace/espdatabase/index.html, http://www.mod.uk/DefenceInternet/DefenceNews/EquipmentAndLogistics/NewSatelliteImprovesCommunicationsInAfghanistan.htm, null, 1985, 14, A, 15546, null, *, null, US, 1985-01-08, AFWTR, null, null, null, null, null, null, NEA
NATO 4B (USA 98), USA, United Kingdom, Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium), Military, Communications, null, GEO, null, -35.05, 35775, 35795, 0.00023721978412999644, 7.33, 1436.04, 1430, 660, 1200, 1993-12-08, 7 yrs., Matra Marconi, France, Cape Canaveral, Delta 2, 1993-076A, 22921, Turned over to British MOD for communications in 2011. Encrypted; X-band. UHF. C-band; NATO and British Ministry of Defence; secure military and diplomatic voice and data communications., null, JM/12_08, http://nssdc.gsfc.nasa.gov/spacewarn/spx482.html, http://biz.yahoo.com/rc/040505/nato_satellites_3.html, http://users.ox.ac.uk/~daveh/Space/Military/milspace_comsat.html#fltsatcom, http://perso.wanadoo.fr/eurospace/espdatabase/index.html, http://www.mod.uk/DefenceInternet/DefenceNews/EquipmentAndLogistics/NewSatelliteImprovesCommunicationsInAfghanistan.htm, null, 1993, 76, A, 22921, null, *, -, NATO, 1993-01-08, AFETR, null, 12.4, null, 36316, 36256, 14.1741, null
Navstar GPS IIF-1 (Navstar SVN 62. PRN 25. USA 213), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20188, 20224, 0.0006773028296207104, 55, 718.94, 1630, null, null, 2010-05-28, 12 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Delta 4, 2010-022A, 36585, First in the IIF series., null, SC - ASCR, http://tycho.usno.navy.mil/gpscurr.html, http://www.lib.cas.cz/space.40/2010/022A.HTM, null, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
Navstar GPS IIF-1 (Navstar SVN 62. PRN 25. USA 213), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20188, 20224, 0.0006773028296207104, 55, 718.94, 1630, null, null, 2010-05-28, 12 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Delta 4, 2010-022A, 36585, First in the IIF series., null, SC - ASCR, http://tycho.usno.navy.mil/gpscurr.html, http://www.lib.cas.cz/space.40/2010/022A.HTM, null, null, null, null, 1987, 15, A, 17506, null, *, null, US, 1987-01-12, AFWTR, null, null, null, null, null, null, NEA
Navstar GPS IIF-1 (Navstar SVN 62. PRN 25. USA 213), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20188, 20224, 0.0006773028296207104, 55, 718.94, 1630, null, null, 2010-05-28, 12 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Delta 4, 2010-022A, 36585, First in the IIF series., null, SC - ASCR, http://tycho.usno.navy.mil/gpscurr.html, http://www.lib.cas.cz/space.40/2010/022A.HTM, null, null, null, null, 1998, 67, CR, 38855, null, *, D, VTNM, 1998-01-20, TYMSC, 2013-01-09, 51.5, null, 146, 135, 0.0167, null
Navstar GPS IIF-10 (Navstar SVN 72. PRN 8. USA 262), NR (6/16), USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20446, 20459, 0.00024233386149687762, 54.9, 728.96, 1630, null, 1136, 2015-07-15, 12 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Atlas 5, 2015-033A, 40730, null, null, JM/8_15, http://www.navcen.uscg.gov/?Do=constellationStatus, http://www.nasaspaceflight.com/2015/07/ula-atlas-v-gps-iif10-launch/, null, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
Navstar GPS IIF-10 (Navstar SVN 72. PRN 8. USA 262), NR (6/16), USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20446, 20459, 0.00024233386149687762, 54.9, 728.96, 1630, null, 1136, 2015-07-15, 12 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Atlas 5, 2015-033A, 40730, null, null, JM/8_15, http://www.navcen.uscg.gov/?Do=constellationStatus, http://www.nasaspaceflight.com/2015/07/ula-atlas-v-gps-iif10-launch/, null, null, null, null, 1998, 67, CR, 38855, null, *, D, VTNM, 1998-01-20, TYMSC, 2013-01-09, 51.5, null, 146, 135, 0.0167, null
Navstar GPS IIF-11 (Navstar SVN 73. PRN 10. USA 265), NR (6/16), USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20426, 20486, 0.0011183180496533215, 55, 97.7, 1630, null, null, 2015-10-31, 12 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Atlas 5, 2015-062A, 41019, Laar of the IIF series., null, SC - ASCR, http://prehled-druzic.blogspot.com/2015/10/2015-062.html, ftp://tycho.usno.navy.mil/pub/gps/gpsb2.txt, null, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
Navstar GPS IIF-11 (Navstar SVN 73. PRN 10. USA 265), NR (6/16), USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20426, 20486, 0.0011183180496533215, 55, 97.7, 1630, null, null, 2015-10-31, 12 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Atlas 5, 2015-062A, 41019, Laar of the IIF series., null, SC - ASCR, http://prehled-druzic.blogspot.com/2015/10/2015-062.html, ftp://tycho.usno.navy.mil/pub/gps/gpsb2.txt, null, null, null, null, 1998, 67, CR, 38855, null, *, D, VTNM, 1998-01-20, TYMSC, 2013-01-09, 51.5, null, 146, 135, 0.0167, null
Navstar GPS IIF-12 (Navstar SVN 70. PRN 32. USA 266), NR (5/16), USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20175, 20188, 0.0002448072613599985, 55, 717.9, 1630, null, null, 2016-02-05, 12 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Atlas 5, 2016-007A, 41328, null, null, Space50, http://www.space.com/31847-air-force-launches-gps-military-satellite.html, http://space50.org/objekt.php?mot=2016-007A, null, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
Navstar GPS IIF-12 (Navstar SVN 70. PRN 32. USA 266), NR (5/16), USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20175, 20188, 0.0002448072613599985, 55, 717.9, 1630, null, null, 2016-02-05, 12 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Atlas 5, 2016-007A, 41328, null, null, Space50, http://www.space.com/31847-air-force-launches-gps-military-satellite.html, http://space50.org/objekt.php?mot=2016-007A, null, null, null, null, 1998, 67, CR, 38855, null, *, D, VTNM, 1998-01-20, TYMSC, 2013-01-09, 51.5, null, 146, 135, 0.0167, null
Navstar GPS IIF-2 (Navstar SVN 63. PRN 01. USA 232), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20451, 20464, 0.00024228869630043797, 55.03, 729.18, 1630, null, null, 2011-07-16, 12 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Delta 4, 2011-036A, 37753, null, null, SC - ASCR, http://gge.unb.ca/Resources/GPSConstellationStatus.txt, http://www.lib.cas.cz/space.40/2011/INDEX1.HTM, null, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
Navstar GPS IIF-2 (Navstar SVN 63. PRN 01. USA 232), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20451, 20464, 0.00024228869630043797, 55.03, 729.18, 1630, null, null, 2011-07-16, 12 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Delta 4, 2011-036A, 37753, null, null, SC - ASCR, http://gge.unb.ca/Resources/GPSConstellationStatus.txt, http://www.lib.cas.cz/space.40/2011/INDEX1.HTM, null, null, null, null, 1987, 43, E, 18009, null, *, null, US, 1987-01-15, AFWTR, null, null, null, null, null, null, NEA
Navstar GPS IIF-3 (Navstar SVN 65. PRN 24. USA 239), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20174, 20191, 0.00032012051595894925, 54.95, 718, 1630, null, 1136, 2012-10-04, 10 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Delta 4, 2012-053A, 38833, Will replace 2A-21., null, SC - ASCR, http://space50.kosmo.cz/s40/2012/1053A.HTM, http://www.cbsnews.com/network/news/space/home/spacenews/files/100412_gps.html, null, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
Navstar GPS IIF-3 (Navstar SVN 65. PRN 24. USA 239), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20174, 20191, 0.00032012051595894925, 54.95, 718, 1630, null, 1136, 2012-10-04, 10 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Delta 4, 2012-053A, 38833, Will replace 2A-21., null, SC - ASCR, http://space50.kosmo.cz/s40/2012/1053A.HTM, http://www.cbsnews.com/network/news/space/home/spacenews/files/100412_gps.html, null, null, null, null, 1987, 43, E, 18009, null, *, null, US, 1987-01-15, AFWTR, null, null, null, null, null, null, NEA
Navstar GPS IIF-4 (Navstar SVN 66. PRN 27. USA 242), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20184, 20247, 0.001184856406687856, 55.09, 719.32, 1630, null, 1136, 2013-05-15, 10 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Atlas 5, 2013-023A, 39166, null, null, SC - ASCR, http://www.gps.gov/, http://www.space.com/19794-navstar.html, http://space50.kosmo.cz/s40/2013/I023A.HTM, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
Navstar GPS IIF-4 (Navstar SVN 66. PRN 27. USA 242), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20184, 20247, 0.001184856406687856, 55.09, 719.32, 1630, null, 1136, 2013-05-15, 10 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Atlas 5, 2013-023A, 39166, null, null, SC - ASCR, http://www.gps.gov/, http://www.space.com/19794-navstar.html, http://space50.kosmo.cz/s40/2013/I023A.HTM, null, null, null, 1987, 43, F, 18010, null, *, null, US, 1987-01-15, AFWTR, null, null, null, null, null, null, NEA
Navstar GPS IIF-5 (Navstar SVN 64. PRN 30. USA 248), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20457, 20469, 0.0002236052621771699, 54.98, 729.39, 1630, null, 1136, 2014-02-21, 10 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Delta 4, 2014-008A, 39533, null, null, ZARYA, http://www.space.com/24767-gps-satellite-launch-success-delta4-rocket.html, http://www.gps.gov/systems/gps/space/, null, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
Navstar GPS IIF-5 (Navstar SVN 64. PRN 30. USA 248), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20457, 20469, 0.0002236052621771699, 54.98, 729.39, 1630, null, 1136, 2014-02-21, 10 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Delta 4, 2014-008A, 39533, null, null, ZARYA, http://www.space.com/24767-gps-satellite-launch-success-delta4-rocket.html, http://www.gps.gov/systems/gps/space/, null, null, null, null, 1987, 43, F, 18010, null, *, null, US, 1987-01-15, AFWTR, null, null, null, null, null, null, NEA
Navstar GPS IIF-6 (Navstar SVN 67. PRN 06. USA 251), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20174, 20188, 0.0002636435539151068, 55.05, 717.92, 1630, null, 1136, 2014-05-17, 10 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Delta 4, 2014-026A, 39741, null, null, SC - ASCR, http://space50.kosmo.cz/s40/2014/I026A.HTM, http://www.zarya.info/Diaries/Launches/Launches.php?year=2014, ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
Navstar GPS IIF-6 (Navstar SVN 67. PRN 06. USA 251), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20174, 20188, 0.0002636435539151068, 55.05, 717.92, 1630, null, 1136, 2014-05-17, 10 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Delta 4, 2014-026A, 39741, null, null, SC - ASCR, http://space50.kosmo.cz/s40/2014/I026A.HTM, http://www.zarya.info/Diaries/Launches/Launches.php?year=2014, ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt, null, null, null, 1987, 43, H, 18025, null, *, null, US, 1987-01-15, AFWTR, null, null, null, null, null, null, NEA
Navstar GPS IIF-7 (Navstar SVN 68. PRN 09. USA 256), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20471, 20476, 0.00009313241566859761, 54.92, 729, 1630, null, 1136, 2014-08-02, 10 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Atlas 5, 2014-045A, 40105, null, null, ZARYA, null, http://www.zarya.info/Diaries/Launches/Launches.php?year=2014, null, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
Navstar GPS IIF-7 (Navstar SVN 68. PRN 09. USA 256), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20471, 20476, 0.00009313241566859761, 54.92, 729, 1630, null, 1136, 2014-08-02, 10 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Atlas 5, 2014-045A, 40105, null, null, ZARYA, null, http://www.zarya.info/Diaries/Launches/Launches.php?year=2014, null, null, null, null, 1987, 43, H, 18025, null, *, null, US, 1987-01-15, AFWTR, null, null, null, null, null, null, NEA
Navstar GPS IIF-8 (Navstar SVN 69. PRN 03. USA 258), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20155, 20211, 0.0010544947840168718, 54.97, 718.02, 1630, null, 1136, 2014-10-29, 10 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Atlas 5, 2014-068A, 40294, null, null, ZARYA, http://www.zarya.info/Diaries/Launches/Launches.php?year=2014, null, null, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
Navstar GPS IIF-8 (Navstar SVN 69. PRN 03. USA 258), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20155, 20211, 0.0010544947840168718, 54.97, 718.02, 1630, null, 1136, 2014-10-29, 10 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Atlas 5, 2014-068A, 40294, null, null, ZARYA, http://www.zarya.info/Diaries/Launches/Launches.php?year=2014, null, null, null, null, null, 1987, 43, H, 18025, null, *, null, US, 1987-01-15, AFWTR, null, null, null, null, null, null, NEA
Navstar GPS IIF-9 (Navstar SVN 71. PRN 26. USA 260), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20445, 20469, 0.0004473105453461065, 55, 729.14, 1630, null, 1136, 2015-03-25, 12 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Delta 4M, 2015-013A, 40534, null, null, JM/8_15, null, null, null, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
Navstar GPS IIR-10 (Navstar SVN 47. PRN 22. USA 175), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 19963, 20327, 0.0068640392230812745, 55.1, 716.47, 2217, 980, 1136, 2003-12-21, 10 yrs., Lockheed Martin, USA, Cape Canaveral, Delta 2, 2003-058A, 28129, null, null, JMSatcat304, null, http://nssdc.gsfc.nasa.gov/spacewarn/spx602.html, http://tycho.usno.navy.mil/gpscurr.html, http://www.planet4589.org/space/jsr/back/news.430, http://www.globalsecurity.org/space/library/report/enviro/MLV2REA.pdf, null, 1986, 14, F, 16625, null, *, null, US, 1986-01-09, AFWTR, null, null, null, null, null, null, NEA
Navstar GPS IIR-11 (Navstar SVN 59. PRN 19. USA 177), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20089, 20276, 0.003521325675548442, 55, 717.98, 2217, 980, 1136, 2004-03-20, 10 yrs., Lockheed Martin, USA, Cape Canaveral, Delta 2, 2004-009A, 28190, Precise position data (accurate to within 16 m) to military and civilian users worldwide; constellation of 28 operational satellites; 6 orbit planes; corporate vehicle fleet tracking. surveying. recreational use; nuclear detonation detection sensors., null, JMSatcat304, ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt, http://gauss.gge.unb.ca/NavstarGPSConstelStatus.html, http://www.af.mil/factsheets/factsheet.asp?fsID=119, http://www.planet4589.org/space/jsr/back/news.430, http://www.globalsecurity.org/space/library/report/enviro/MLV2REA.pdf, http://www.losangeles.af.mil/smc/pa/fact_sheets/gps_fs.htm, 1986, 14, F, 16625, null, *, null, US, 1986-01-09, AFWTR, null, null, null, null, null, null, NEA
Navstar GPS IIR-12 (Navstar SVN 60. PRN 23. USA 178), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20072, 20292, 0.004142814100632721, 55.37, 717.96, 2217, 980, 1136, 2004-06-23, 10 yrs., Lockheed Martin, USA, Cape Canaveral, Delta 2, 2004-023A, 28361, null, null, SC - ASCR, ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt, http://nssdc.gsfc.nasa.gov/spacewarn/spx608.html, http://gauss.gge.unb.ca/NavstarGPSConstelStatus.html, http://www.planet4589.org/space/jsr/back/news.430, http://www.lib.cas.cz/knav/space.40/2004/023A.HTM, http://www.globalsecurity.org/space/library/report/enviro/MLV2REA.pdf, 1986, 14, F, 16625, null, *, null, US, 1986-01-09, AFWTR, null, null, null, null, null, null, NEA
Navstar GPS IIR-13 (Navstar SVN 61. PRN 02. USA 180), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 19938, 20426, 0.009189514914130762, 54.8, 718, 2217, 980, 1136, 2004-11-06, 10 yrs., Lockheed Martin, USA, Cape Canaveral, Delta 2, 2004-045A, 28474, null, null, GS, ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt, null, null, http://www.planet4589.org/space/jsr/back/news.430, null, null, 1986, 14, H, 16631, null, *, null, US, 1986-01-09, AFWTR, null, null, null, null, null, null, NEA
Navstar GPS IIR-2 (Navstar SVN 43. PRN 13. USA 132), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20123, 20247, 0.002334776878177368, 54.9, 718.09, 2217, 980, 1136, 1997-07-23, 10 yrs., Lockheed Martin, USA, Cape Canaveral, Delta 2, 1997-035A, 24876, null, null, JMSatcat304, ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt, http://gauss.gge.unb.ca/NavstarGPSConstelStatus.html, http://www.af.mil/factsheets/factsheet.asp?fsID=119, http://www.planet4589.org/space/jsr/back/news.430, http://www.globalsecurity.org/space/library/report/enviro/MLV2REA.pdf, null, 1985, 114, A, 16328, null, *, D, US, 1985-01-13, WLPIS, 1989-01-11, 37, null, 160, 148, 0.6895, null
Navstar GPS IIR-3 (Navstar SVN 46. PRN 11. USA 145), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20096, 20268, 0.0032389273877673997, 53, 717.97, 2217, 980, 1136, 1999-10-07, 10 yrs., Lockheed Martin, USA, Cape Canaveral, Delta 2, 1999-055A, 25933, null, null, JMSatcat304, ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt, http://gauss.gge.unb.ca/NavstarGPSConstelStatus.html, http://www.af.mil/factsheets/factsheet.asp?fsID=119, http://www.planet4589.org/space/jsr/back/news.430, http://www.globalsecurity.org/space/library/report/enviro/MLV2REA.pdf, null, 1985, 114, B, 16329, null, *, D, US, 1985-01-13, WLPIS, 1987-01-09, 37, null, 195, 174, 2.65, null
